ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,ml_genres_augment,imdb_genres,imdb_type,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
805,tt0117913,"Time to Kill, A (1996)",A Time to Kill,1996,1996,['Drama'],"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",movie,['nm0001708'],"['nm0001300', 'nm0326040']","['nm0000190', 'nm0000168', 'nm0000228']",['nm0000113'],,,"['nm0622296', 'nm0523324', 'nm0586969']",,,,
806,tt0115530,American Buffalo (1996),American Buffalo,1996,1996,['Drama'],"['Crime', 'Drama']",['Drama'],movie,['nm0180912'],['nm0000519'],"['nm0000163', 'nm0001240', 'nm0625735']",,['nm0003452'],['nm0002353'],['nm0608666'],['nm0003237'],['nm0848298'],,
807,tt0114266,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Rendezvous in Paris,1995,1995,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,['nm0006445'],,"['nm0059971', 'nm0617571']","['nm0068755', 'nm0151248']",['nm0053083'],['nm0259620'],['nm0261991'],['nm0826932'],,,
808,tt0115493,Alaska (1996),Alaska,1996,1996,"['Adventure', ""Children's""]","['Adventure', 'Children']","['Adventure', 'Family']",movie,['nm0381699'],"['nm0121106', 'nm0616851']","['nm0440229', 'nm0070767', 'nm0000032']",['nm0000301'],['nm0922857'],['nm0694282'],['nm0297182'],,,,
809,tt0116320,Fled (1996),Fled,1996,1996,"['Action', 'Adventure']","['Action', 'Adventure']","['Action', 'Adventure', 'Crime']",movie,['nm0393661'],['nm0926211'],"['nm0000401', 'nm0000286', 'nm0001599', 'nm0121559']",,['nm0005772'],['nm0006251'],['nm0541548'],['nm0349669'],,,
810,tt0116756,Kazaam (1996),Kazaam,1996,1996,"[""Children's"", 'Comedy', 'Fantasy']","['Children', 'Comedy', 'Fantasy']","['Comedy', 'Family', 'Fantasy']",movie,['nm0001274'],"['nm0285557', 'nm0812143']","['nm0641944', 'nm0135584', 'nm0009806']",['nm0001824'],,['nm0006326'],"['nm0257258', 'nm0472256']",,,,
811,tt0109255,"Bewegte Mann, Der (1994)",Maybe... Maybe Not,1994,1994,['Comedy'],['Comedy'],['Comedy'],movie,['nm0941811'],['nm0477910'],"['nm0001709', 'nm0473166', 'nm0065274']",['nm0726257'],['nm0005846'],['nm0108041'],['nm0251536'],['nm0003196'],,,
812,tt0109356,Magic Hunter (1994),Magic Hunter,1994,1994,['Drama'],['Drama'],"['Drama', 'Fantasy']",movie,['nm0258221'],['nm0753758'],"['nm0447290', 'nm0435289', 'nm0884849']",['nm0001244'],['nm0617368'],['nm0659469'],"['nm0358877', 'nm0776542']",,,,
813,tt0116823,Larger Than Life (1996),Larger Than Life,1996,1996,['Comedy'],['Comedy'],"['Comedy', 'Family']",movie,['nm0291442'],"['nm0089397', 'nm0219720', 'nm0930625']","['nm0000195', 'nm0000190', 'nm0012178', 'nm0048863']",,,,"['nm0914709', 'nm0507669']",,,,
814,tt0112568,"Boy Called Hate, A (1995)",A Boy Called Hate,1995,1995,['Drama'],['Drama'],"['Crime', 'Drama', 'Romance']",movie,['nm0546153'],,"['nm0004790', 'nm0621840', 'nm0724656', 'nm0001001']",,['nm0389972'],['nm0004402'],['nm0630222'],['nm0750600'],['nm0546082'],,
815,tt0114170,Power 98 (1995),Power 98,1996,1996,"['Action', 'Mystery', 'Thriller']","['Action', 'Mystery', 'Thriller']","['Action', 'Mystery', 'Thriller']",movie,['nm0375476'],,"['nm0000616', 'nm0001263', 'nm0079439']",['nm0861462'],['nm0906814'],['nm0063618'],"['nm0074851', 'nm0626002', 'nm0527325']",,,,
816,tt0117999,Two Deaths (1995),Two Deaths,1995,1995,['Drama'],['Drama'],"['Drama', 'War']",movie,['nm0001676'],"['nm0229955', 'nm0778819']","['nm0538869', 'nm0135944']","['nm0000968', 'nm0217657']",,['nm0001877'],"['nm0598745', 'nm0736312']",,,,
818,tt0118073,"Very Brady Sequel, A (1996)",A Very Brady Sequel,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0762541'],"['nm0956785', 'nm0777442', 'nm0253323', 'nm0438226', 'nm0073790']","['nm0170550', 'nm0001513', 'nm0055549']",['nm0001480'],,,,,,,
819,tt0108220,Stefano Quantestorie (1993),Stefano Quantestorie,1993,1993,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,,['nm0279199'],['nm0629309'],"['nm0723204', 'nm0762246', 'nm0479528']",['nm0061492'],"['nm2453047', 'nm0849455']",['nm0224265'],['nm0744306'],,,
820,tt0049521,"Death in the Garden (Mort en ce jardin, La) (1956)",Death in the Garden,1956,1956,['Drama'],['Drama'],"['Adventure', 'Drama']",movie,['nm0000320'],"['nm0017274', 'nm0703200', 'nm0037053', 'nm0480257']","['nm0545352', 'nm0889024', 'nm0681566']",['nm0797531'],,['nm0006201'],,,,,
821,tt0112746,"Crude Oasis, The (1995)",The Crude Oasis,1995,1993,['Romance'],"['Drama', 'Romance']","['Drama', 'Romance', 'Thriller']",movie,['nm0336241'],,"['nm0793163', 'nm0677361', 'nm0796229']",['nm0852568'],['nm0702797'],['nm0104280'],,,,,
822,tt0104403,Hedd Wyn (1992),Hedd Wyn,1992,1992,['Drama'],"['Drama', 'Romance', 'War']","['Drama', 'Romance', 'War']",movie,['nm0877790'],['nm0516207'],"['nm0307651', 'nm0192481']","['nm0299466', 'nm0799232']",['nm0651370'],['nm0362680'],['nm0203972'],['nm0492666'],,,
823,tt0061495,"Collectionneuse, La (1967)",The Collector,1967,1967,['Drama'],['Drama'],"['Comedy', 'Drama', 'Romance']",movie,['nm0006445'],,"['nm0000872', 'nm0690150', 'nm0431083']",['nm0689248'],['nm0000743'],"['nm0089337', 'nm0326833']","['nm0064676', 'nm0775447']",,,,
824,tt0110246,Kaspar Hauser (1993),Kaspar Hauser,1993,1993,['Drama'],"['Drama', 'Mystery']","['Drama', 'History', 'Mystery']",movie,['nm0782266'],,"['nm0252091', 'nm0759797', 'nm0167403']",['nm0856918'],['nm0005846'],['nm0541004'],['nm0583007'],['nm0359642'],['nm0773137'],,
825,tt0116164,Echte Kerle (1996),Regular Guys,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Crime', 'Romance']",movie,['nm0797841'],['nm0074923'],"['nm0645178', 'nm0074926', 'nm0831440']",['nm0862978'],,,"['nm0781496', 'nm0399338', 'nm0464210', 'nm0530532']",,,,
826,tt0112865,Diebinnen (1995),Diebinnen,1995,1996,['Drama'],['Drama'],,movie,['nm0917076'],['nm0759330'],['nm0251380'],"['nm0405974', 'nm0633003', 'nm0831660']",['nm0872318'],['nm0464322'],['nm0907173'],['nm0321756'],,,
827,tt0112716,"Convent, The (Convento, O) (1995)",The Convent,1995,1995,['Drama'],['Drama'],"['Drama', 'Mystery']",movie,['nm0210701'],['nm0078760'],"['nm0000518', 'nm0162502']","['nm0000366', 'nm0798611']",['nm0057825'],,['nm0104418'],['nm0518006'],['nm0104412'],,
828,tt0115472,"Adventures of Pinocchio, The (1996)",The Adventures of Pinocchio,1996,1996,"['Adventure', ""Children's""]","['Adventure', 'Children']","['Adventure', 'Drama', 'Family']",movie,['nm0006625'],"['nm0817033', 'nm0590188', 'nm0070676', 'nm0075727', 'nm0172830']","['nm0001445', 'nm0001795', 'nm0001424']",['nm0000991'],,,,,,,
829,tt0116707,Joe's Apartment (1996),Joe's Apartment,1996,1996,"['Comedy', 'Musical']","['Comedy', 'Fantasy', 'Musical']","['Comedy', 'Fantasy', 'Musical']",movie,['nm0668500'],,"['nm0005278', 'nm0921942', 'nm0399737']",['nm0911725'],['nm0005687'],['nm0001980'],"['nm0496902', 'nm0680355']",['nm0291054'],,,
830,tt0116313,"First Wives Club, The (1996)",The First Wives Club,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0933505'],"['nm0326118', 'nm0363326']",,"['nm0000443', 'nm0000541', 'nm0000473', 'nm0001749']",['nm0004241'],['nm0003299'],['nm0748784'],,,,
831,tt0114550,Stonewall (1995),Stonewall,1995,1995,['Drama'],['Drama'],"['Comedy', 'Drama', 'Romance']",movie,['nm0277439'],"['nm0086333', 'nm0239260']","['nm0246585', 'nm0919867', 'nm0179076', 'nm0100384']",,,['nm0004383'],"['nm0129827', 'nm0882927']",,,,
832,tt0117438,Ransom (1996),Ransom,1996,1996,"['Drama', 'Thriller']","['Crime', 'Thriller']","['Action', 'Crime', 'Thriller']",movie,['nm0000165'],"['nm0401738', 'nm0537363', 'nm0697115', 'nm0407245']","['nm0000154', 'nm0000641', 'nm0634509']",['nm0000623'],,,['nm0004976'],,,,
833,tt0116531,High School High (1996),High School High,1996,1996,['Comedy'],['Comedy'],"['Comedy', 'Crime', 'Romance']",movie,['nm0000952'],"['nm0001878', 'nm0516598', 'nm0698493']","['nm0001484', 'nm0001616']","['nm0000119', 'nm0001221']",,['nm0627673'],['nm0626696'],,,,
834,tt0117332,Phat Beach (1996),Phat Beach,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0254120'],"['nm0641874', 'nm0641882', 'nm0606376']","['nm0394191', 'nm0393655']","['nm0435658', 'nm0580753']",['nm0062107'],['nm0930990'],,,,,
835,tt0116353,Foxfire (1996),Foxfire,1996,1996,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0371852'],"['nm0643093', 'nm0924772']",,"['nm0123102', 'nm0001401', 'nm0507343', 'nm0793652']",,,"['nm0550585', 'nm0527097', 'nm0544307']",,,,
836,tt0115857,Chain Reaction (1996),Chain Reaction,1996,1996,"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']","['Action', 'Drama', 'Sci-Fi']",movie,['nm0001112'],"['nm0097544', 'nm0772829', 'nm0780622', 'nm0295264', 'nm0493369']","['nm0000206', 'nm0000151', 'nm0911542']",['nm0001838'],,,,,,,
837,tt0117008,Matilda (1996),Matilda,1996,1996,"[""Children's"", 'Comedy']","['Children', 'Comedy', 'Fantasy']","['Comedy', 'Family', 'Fantasy']",movie,,"['nm0001094', 'nm0443582', 'nm0842523']",['nm0000362'],"['nm0674231', 'nm0933798', 'nm0001110']",,,"['nm0792049', 'nm0196946', 'nm0787834']",,,,
838,tt0116191,Emma (1996),Emma,1996,1996,"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0569790'],['nm0000807'],"['nm0181920', 'nm0001086']","['nm0000569', 'nm0000627']",['nm0933510'],['nm0006235'],"['nm0144025', 'nm0353187']",,,,
839,tt0115986,"Crow: City of Angels, The (1996)",The Crow: City of Angels,1996,1996,"['Action', 'Thriller']","['Action', 'Thriller']","['Action', 'Crime', 'Fantasy']",movie,['nm0691194'],"['nm0639335', 'nm0275286']","['nm0001641', 'nm1444462', 'nm0006563']",['nm0000477'],,['nm0006251'],"['nm0609184', 'nm0696299']",,,,
840,tt0116571,House Arrest (1996),House Arrest,1996,1996,['Comedy'],"['Children', 'Comedy']","['Comedy', 'Family']",movie,['nm0934863'],['nm0386871'],"['nm0001629', 'nm0397445', 'nm0363954']",['nm0000130'],['nm0825336'],['nm0005976'],['nm0689782'],['nm0740462'],,,
841,tt0053459,Eyes Without a Face (1959),Eyes Without a Face,1959,1960,['Horror'],['Horror'],"['Drama', 'Horror']",movie,['nm0290802'],"['nm0309039', 'nm0715118', 'nm0092267', 'nm0092268', 'nm0767110']","['nm0105482', 'nm0726777']","['nm0885098', 'nm0562831']",,,,,,,
842,tt0117826,Tales from the Crypt Presents: Bordello of Blood (1996),Bordello of Blood,1996,1996,['Horror'],"['Comedy', 'Horror']","['Comedy', 'Fantasy', 'Horror']",movie,['nm0012155'],"['nm0301362', 'nm0301826', 'nm0000709', 'nm0441623']","['nm0588222', 'nm0440885']","['nm0000143', 'nm0004904']",,['nm0063973'],,,,,
843,tt0113695,Lotto Land (1995),Lotto Land,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0748218'],,"['nm0319142', 'nm0392093']","['nm0327633', 'nm0182725']",['nm0822020'],['nm0392047'],['nm0748223'],['nm0003470'],['nm0726017'],,
844,tt0108227,"Story of Xinghua, The (1993)",Xinghua san yue tian,1994,1994,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm2468656'],['nm5206629'],"['nm0633082', 'nm1229075', 'nm0955346']",['nm0422639'],['nm0422651'],['nm0917890'],"['nm0514915', 'nm1388126']",,,,
845,tt0111424,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",The Day the Sun Turned Cold,1994,1994,['Drama'],['Drama'],"['Crime', 'Drama', 'Mystery']",movie,['nm0948021'],['nm0939102'],"['nm0849916', 'nm0530864']","['nm0802700', 'nm0917683']",['nm0396290'],['nm0652948'],['nm0401176'],['nm0793818'],,,
846,tt0113080,Flirt (1995),Flirt,1995,1995,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0001325'],,"['nm0042488', 'nm0121559', 'nm0233027']",['nm0319826'],['nm0818785'],['nm0852563'],['nm0394046'],['nm0358172'],['nm0002843'],,
847,tt0115680,"Big Squeeze, The (1996)",The Big Squeeze,1996,1996,"['Comedy', 'Drama']","['Comedy', 'Drama']",['Drama'],movie,['nm0209667'],,"['nm0001572', 'nm0229930', 'nm0001942']",['nm0001223'],['nm0354413'],['nm0006205'],"['nm0506254', 'nm0567545', 'nm0947390']",,,,
848,tt0117718,"Spitfire Grill, The (1996)",The Spitfire Grill,1996,1996,['Drama'],['Drama'],['Drama'],movie,['nm0957453'],,['nm0001599'],"['nm0254362', 'nm0000995', 'nm0001315']",['nm0237170'],['nm0000035'],['nm0614950'],['nm0329390'],['nm0191896'],,
849,tt0116225,Escape from L.A. (1996),Escape from L.A.,1996,1996,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Action', 'Adventure', 'Sci-Fi']",movie,['nm0000118'],"['nm0145309', 'nm0384185']","['nm0000621', 'nm0000114', 'nm0005078']",['nm0486277'],['nm0452123'],['nm0002980'],,['nm1836376'],,,
850,tt0112767,Cyclo (1995),Cyclo,1995,1995,"['Crime', 'Drama']","['Crime', 'Drama']","['Crime', 'Drama']",movie,['nm0870841'],,"['nm0887433', 'nm0504897']","['nm0951295', 'nm0629066']",['nm0217120'],['nm0864645'],['nm0744384'],"['nm0740183', 'nm0214109']",,,
851,tt0115632,Basquiat (1996),Basquiat,1996,1996,['Drama'],['Drama'],"['Biography', 'Drama']",movie,['nm0773603'],"['nm0538107', 'nm0100765', 'nm1035537']","['nm0942482', 'nm0000699', 'nm0001125']",['nm0001231'],,,"['nm0652553', 'nm0453091']",,,,
852,tt0117918,Tin Cup (1996),Tin Cup,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0005421'],['nm0636358'],"['nm0000126', 'nm0000467', 'nm0001507']",['nm0000623'],['nm0006570'],['nm0743919'],"['nm0287811', 'nm0504434']",,,,
853,tt0104109,Dingo (1992),Dingo,1991,1991,['Drama'],['Drama'],"['Drama', 'Music']",movie,['nm0208854'],['nm0742270'],"['nm0295506', 'nm0002537', 'nm0678437']",['nm0118894'],['nm0003631'],['nm0006166'],"['nm0237210', 'nm0652404']",,,,
854,tt0051980,"Ballad of Narayama, The (Narayama Bushiko) (1958)",The Ballad of Narayama,1958,1958,['Drama'],['Drama'],['Drama'],movie,['nm0455839'],['nm0265792'],"['nm0847197', 'nm0406713']","['nm0849011', 'nm0595105']",,"['nm0637587', 'nm0455836']","['nm0463678', 'nm0652742']",,,,
855,tt0100840,Every Other Weekend (1990),Un week-end sur deux,1990,1990,['Drama'],['Drama'],['Drama'],movie,['nm0305368'],"['nm0262098', 'nm0276466', 'nm0494355']","['nm0785687', 'nm0543547']","['nm0000882', 'nm0127523']",,['nm0028189'],['nm0764963'],,,,
856,tt0107575,Mille bolle blu (1993),Mille bolle blu,1993,1993,['Comedy'],['Comedy'],"['Comedy', 'Romance']",movie,['nm0690213'],"['nm0681654', 'nm0744279']","['nm0264898', 'nm0264897', 'nm0556196']",['nm0070692'],,['nm0006228'],"['nm0728276', 'nm0853762']",,,,
857,tt0042054,Crows and Sparrows (1949),Crows and Sparrows,1949,1949,['Drama'],['Drama'],['Drama'],movie,['nm0955622'],"['nm0944652', 'nm0155157', 'nm0514928', 'nm0791468', 'nm0910973']","['nm0955486', 'nm0838937']","['nm0943200', 'nm0788112']",,,,,,,
858,tt0068646,"Godfather, The (1972)",The Godfather,1972,1972,"['Action', 'Crime', 'Drama']","['Crime', 'Drama']","['Crime', 'Drama']",movie,['nm0000338'],['nm0701374'],"['nm0000008', 'nm0000199', 'nm0001001']",['nm0000473'],['nm0932336'],['nm0000065'],['nm0748665'],['nm0722000'],,,
859,tt0116536,"Hippie Revolution, The (1996)",The Hippie Revolution,1996,1996,['Documentary'],['Documentary'],['Documentary'],movie,['nm0640080'],,,,,,,,,,
860,tt0109255,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Maybe... Maybe Not,1994,1994,['Comedy'],['Comedy'],['Comedy'],movie,['nm0941811'],['nm0477910'],"['nm0001709', 'nm0473166', 'nm0065274']",['nm0726257'],['nm0005846'],['nm0108041'],['nm0251536'],['nm0003196'],,,
861,tt0104558,Supercop (1992),Supercop,1992,1992,"['Action', 'Thriller']","['Action', 'Comedy', 'Crime', 'Thriller']","['Action', 'Comedy', 'Crime']",movie,['nm0867262'],"['nm0849282', 'nm0530853', 'nm0947177']","['nm0000329', 'nm0874684']","['nm0000706', 'nm0001041']",,['nm0156809'],['nm0151162'],,,,
862,tt0116985,Manny & Lo (1996),Manny & Lo,1996,1996,['Drama'],['Drama'],"['Comedy', 'Drama']",movie,['nm0472495'],,['nm0799003'],"['nm0424060', 'nm0657760', 'nm0005316']",['nm0472518'],['nm0527099'],['nm0372968'],['nm0789025'],['nm0518594'],,
863,tt0109485,Celestial Clockwork (1994),Celestial Clockwork,1994,1994,['Comedy'],,['Documentary'],movie,['nm0061944'],['nm0768703'],"['nm0017366', 'nm0140621', 'nm0326007']",,['nm1014519'],"['nm0147833', 'nm0575538', 'nm0608215']",,,,,
864,tt0114936,"Wife, The (1995)",The Wife,1995,1995,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,,,"['nm0006888', 'nm0001728']","['nm0353546', 'nm0949744']",['nm0220865'],,"['nm0531337', 'nm0641327']",,['nm0653496'],,
865,tt0114474,Small Faces (1995),Small Faces,1996,1995,['Drama'],['Drama'],['Drama'],movie,['nm0533564'],['nm0533549'],"['nm0731869', 'nm0568682', 'nm0240537']",['nm0292182'],['nm0207532'],['nm0443866'],['nm0164626'],['nm0859500'],,,
866,tt0115736,Bound (1996),Bound,1996,1996,"['Crime', 'Drama', 'Romance', 'Thriller']","['Crime', 'Drama', 'Romance', 'Thriller']","['Crime', 'Thriller']",movie,"['nm0905154', 'nm0905152']",,"['nm0001592', 'nm0752636']","['nm0000236', 'nm0000153']",['nm0691084'],['nm0204485'],,['nm0821205'],['nm0146521'],,
867,tt0115836,Carpool (1996),Carpool,1996,1996,"['Comedy', 'Crime']","['Comedy', 'Crime']",['Comedy'],movie,['nm0002137'],['nm0722610'],"['nm0000792', 'nm0001601', 'nm0001768']",['nm0674231'],['nm0909607'],['nm0002201'],"['nm0586969', 'nm0622296']",,,,
868,tt0101692,Death in Brunswick (1991),Death in Brunswick,1991,1990,['Comedy'],['Comedy'],"['Comedy', 'Crime', 'Thriller']",movie,['nm0747724'],['nm0654582'],"['nm0000554', 'nm0164819']","['nm0137141', 'nm0492535']",['nm0752531'],['nm0004316'],['nm0925524'],['nm0862063'],,,
869,tt0116745,Kansas City (1996),Kansas City,1996,1996,['Crime'],"['Crime', 'Drama', 'Musical', 'Thriller']","['Crime', 'Drama', 'Music']",movie,['nm0000265'],['nm3004592'],"['nm0000896', 'nm0614526']","['nm0000492', 'nm0001669']",['nm0822975'],,,['nm0674419'],['nm0022939'],,
870,tt0119214,Gone Fishin' (1997),Gone Fishin',1997,1997,['Comedy'],['Comedy'],"['Comedy', 'Crime']",movie,['nm0128883'],"['nm0563434', 'nm0009190']","['nm0000582', 'nm0000418']","['nm0000275', 'nm0005551']",,['nm0006055'],"['nm0074729', 'nm0083696']",,,,
871,tt0116934,Lover's Knot (1996),Lover's Knot,1996,1995,['Comedy'],['Comedy'],"['Comedy', 'Romance']",movie,['nm0788094'],,"['nm0001004', 'nm0000347', 'nm0000284']",['nm0000426'],['nm0341191'],['nm0440017'],"['nm0442237', 'nm0712017']",['nm0726186'],,,
872,tt0109066,Aiqing wansui (1994),Vive L'Amour,1994,1994,['Drama'],['Drama'],['Drama'],movie,['nm0158857'],"['nm0874642', 'nm0946040']","['nm0150940', 'nm0497642']","['nm0945992', 'nm0523717']",['nm0508684'],,"['nm0161230', 'nm0398836']",,,,
873,tt0075169,Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels,1976,1976,['Drama'],['Drama'],['Drama'],movie,['nm0006357'],,"['nm0001202', 'nm0396998']","['nm0147061', 'nm0246947']",['nm0005655'],"['nm0406161', 'nm0006244']",['nm0271831'],['nm0902395'],,,
874,tt0113542,Killer: A Journal of Murder (1995),Killer: A Journal of Murder,1995,1995,"['Crime', 'Drama']","['Crime', 'Drama']","['Biography', 'Crime', 'Drama']",movie,['nm0582481'],"['nm0300532', 'nm0519001']","['nm0000249', 'nm0000494']","['nm0338746', 'nm0120648']",,['nm0006251'],"['nm0506070', 'nm0946003']",,,,
875,tt0110693,Nothing to Lose (1994),Nothing to Lose,1994,1994,['Drama'],"['Action', 'Crime', 'Drama']","['Action', 'Crime', 'Drama']",movie,['nm0615536'],,"['nm0180446', 'nm0008412', 'nm0322339', 'nm0311155', 'nm0451131', 'nm0132367']",['nm0000575'],['nm0169449'],,,,['nm7019103'],,
876,tt0106544,Police Story 4: Project S (Chao ji ji hua) (1993),Supercop 2,1993,1993,['Action'],"['Action', 'Comedy', 'Crime', 'Thriller']","['Action', 'Comedy', 'Crime']",movie,['nm0867262'],"['nm0437645', 'nm0359180']","['nm0950552', 'nm0154235']","['nm0000706', 'nm0160803']",,['nm0910800'],"['nm0504997', 'nm0876602']",,,,
877,tt0116418,Girls Town (1996),Girls Town,1996,1996,['Drama'],"['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0570995'],['nm0142899'],,"['nm0000666', 'nm0364781', 'nm0333317', 'nm0254712']",['nm0277655'],['nm0857260'],['nm0952388'],['nm0355285'],,,
878,tt0112607,Bye-Bye (1995),Bye-Bye,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0237876'],,"['nm0098793', 'nm0024456', 'nm0256075']",['nm0451875'],['nm0558822'],"['nm0645229', 'nm0790835']",['nm0747507'],['nm0064524'],,,
879,tt0120004,"Relic, The (1997)",The Relic,1997,1997,['Horror'],"['Horror', 'Thriller']","['Horror', 'Mystery', 'Sci-Fi']",movie,['nm0001382'],"['nm0415425', 'nm0696409', 'nm0157470', 'nm0427468', 'nm0706311']","['nm0001744', 'nm0926235']","['nm0000542', 'nm0001373']",,,,,,,
880,tt0116654,"Island of Dr. Moreau, The (1996)",The Island of Dr. Moreau,1996,1996,"['Sci-Fi', 'Thriller']","['Sci-Fi', 'Thriller']","['Horror', 'Sci-Fi', 'Thriller']",movie,"['nm0001239', 'nm0822582']","['nm0920229', 'nm0404396']","['nm0000667', 'nm0000008', 'nm0000174']",['nm0000103'],,['nm0005999'],['nm0696299'],,,,
881,tt0116311,First Kid (1996),First Kid,1996,1996,"[""Children's"", 'Comedy']","['Children', 'Comedy']","['Comedy', 'Family']",movie,['nm0262693'],['nm0445552'],"['nm0005435', 'nm0682302', 'nm0101711', 'nm0124079']",,['nm0725072'],['nm0006099'],"['nm0083696', 'nm0255053']",,,,
882,tt0117965,"Trigger Effect, The (1996)",The Trigger Effect,1996,1996,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Drama', 'Thriller']",movie,['nm0462895'],['nm0121708'],"['nm0001492', 'nm0000551', 'nm0429114']",['nm0000223'],['nm0005875'],['nm0006133'],['nm0342045'],['nm0767817'],,,
