ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,imdb_genres,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
405,tt0117060,Mission: Impossible (1996),Mission: Impossible,1996,1996,"['Action', 'Adventure', 'Mystery']","['Action', 'Adventure', 'Thriller']",['nm0000361'],"['nm0312367', 'nm0462895', 'nm0001873', 'nm0001801']","['nm0000129', 'nm0000685', 'nm0001089']",['nm0000322'],,,['nm0906048'],,,,
406,tt0117894,Thinner (1996),Thinner,1996,1996,"['Horror', 'Thriller']","['Fantasy', 'Horror']",['nm0276169'],"['nm0000175', 'nm0568313']","['nm0121559', 'nm0001505']","['nm0421087', 'nm0502342']",,['nm0006171'],"['nm0302127', 'nm0748283']",,,,
407,tt0117723,Spy Hard (1996),Spy Hard,1996,1996,['Comedy'],"['Action', 'Comedy']",['nm0295007'],"['nm0294997', 'nm0783536', 'nm0161003']","['nm0000558', 'nm0001164']","['nm0001733', 'nm0001315']",,,"['nm0465458', 'nm0236841']",,,,
408,tt0112691,"Close Shave, A (1995)",A Close Shave,1996,1995,"['Animation', 'Comedy', 'Thriller']","['Animation', 'Comedy', 'Crime']",['nm0661910'],['nm0048276'],"['nm0758608', 'nm1017994', 'nm0370199']",['nm0717176'],['nm0725725'],['nm0636608'],"['nm0741578', 'nm0791185']",,,,
409,tt0116669,Jack (1996),Jack,1996,1996,"['Comedy', 'Drama']","['Comedy', 'Drama', 'Fantasy']",['nm0000338'],"['nm0218621', 'nm0618800']","['nm0000245', 'nm0450116']","['nm0000178', 'nm0000182']",,['nm0004383'],"['nm0297209', 'nm0582338']",,,,
410,tt0116778,Kingpin (1996),Kingpin,1996,1996,['Comedy'],"['Comedy', 'Sport']","['nm0125803', 'nm0268380']","['nm0266673', 'nm0622240']","['nm0000437', 'nm0001642', 'nm0000195']",['nm0029502'],,,"['nm0820925', 'nm0471097']",,,,
411,tt0117218,"Nutty Professor, The (1996)",The Nutty Professor,1996,1996,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']","['Comedy', 'Romance', 'Sci-Fi']",['nm0001723'],"['nm0644203', 'nm0001471', 'nm0725075', 'nm0790775', 'nm0087904']","['nm0000552', 'nm0000336', 'nm0588777']",['nm0000586'],,,,,,,
412,tt0118073,"Very Brady Sequel, A (1996)",A Very Brady Sequel,1996,1996,['Comedy'],['Comedy'],['nm0762541'],"['nm0956785', 'nm0777442', 'nm0253323', 'nm0438226', 'nm0073790']","['nm0170550', 'nm0001513', 'nm0055549']",['nm0001480'],,,,,,,
413,tt0117826,Tales from the Crypt Presents: Bordello of Blood (1996),Bordello of Blood,1996,1996,['Horror'],"['Comedy', 'Fantasy', 'Horror']",['nm0012155'],"['nm0301362', 'nm0301826', 'nm0000709', 'nm0441623']","['nm0588222', 'nm0440885']","['nm0000143', 'nm0004904']",,['nm0063973'],,,,,
414,tt0084370,My Favorite Year (1982),My Favorite Year,1982,1982,['Comedy'],"['Comedy', 'Drama']",['nm0000907'],"['nm0825799', 'nm0658850']","['nm0000564', 'nm0513021', 'nm0004767']",['nm0363888'],['nm0386583'],['nm0005985'],['nm0344710'],,,,
415,tt0072653,"Apple Dumpling Gang, The (1975)",The Apple Dumpling Gang,1975,1975,"[""Children's"", 'Comedy', 'Western']","['Comedy', 'Family', 'Western']",['nm0865709'],"['nm0846884', 'nm0081052']","['nm0084642', 'nm0461455', 'nm0176792']",['nm0164540'],['nm0680402'],['nm0048301'],['nm0026419'],,,,
416,tt0050798,Old Yeller (1957),Old Yeller,1957,1957,"[""Children's"", 'Drama']","['Adventure', 'Drama', 'Family']",['nm0829038'],"['nm0320564', 'nm0876564']","['nm0662240', 'nm0456565', 'nm0948714']",['nm0570192'],['nm0102214'],['nm0006337'],,['nm0426256'],,,
417,tt0055277,"Parent Trap, The (1961)",The Parent Trap,1961,1961,"[""Children's"", 'Drama']","['Comedy', 'Family', 'Romance']",['nm0842582'],['nm0477696'],"['nm0001417', 'nm0749476']","['nm0001539', 'nm0000058']",['nm0005644'],['nm1345229'],,['nm0027294'],,,
418,tt0042332,Cinderella (1950),Cinderella,1950,1950,"['Animation', ""Children's"", 'Musical']","['Animation', 'Family', 'Fantasy']","['nm0314671', 'nm0414144', 'nm0527217']","['nm0672093', 'nm0674518', 'nm0670328']",['nm0531763'],"['nm0940627', 'nm0041598', 'nm0271658']",,,,,,,
419,tt0058331,Mary Poppins (1964),Mary Poppins,1964,1964,"[""Children's"", 'Comedy', 'Musical']","['Comedy', 'Family', 'Fantasy']",['nm0829038'],"['nm0909556', 'nm0196119', 'nm0871308']","['nm0001813', 'nm0866835']","['nm0000267', 'nm0424318']",['nm0169344'],,,['nm0911307'],,,
420,tt0043274,Alice in Wonderland (1951),Alice in Wonderland,1951,1951,"['Animation', ""Children's"", 'Musical']","['Adventure', 'Animation', 'Family']","['nm0314671', 'nm0414144', 'nm0527217', 'nm0455741']","['nm0382548', 'nm0140902']","['nm0943956', 'nm0370821', 'nm0001359']",['nm0064607'],,,,,,,
421,tt0117509,William Shakespeare's Romeo and Juliet (1996),Romeo + Juliet,1996,1996,"['Drama', 'Romance']","['Drama', 'Romance']",['nm0525303'],"['nm0000636', 'nm0668902']","['nm0000138', 'nm0000491', 'nm0674782']",['nm0000132'],,"['nm0393780', 'nm0003946']",['nm0553355'],,,,
422,tt0115491,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves,1996,1996,"['Animation', ""Children's"", 'Comedy']","['Adventure', 'Animation', 'Comedy']",['nm0832309'],"['nm0615780', 'nm0566407', 'nm0774792', 'nm0166256', 'nm0254645']","['nm0918334', 'nm0000245', 'nm0722636', 'nm0079353']",,,,,,,,
423,tt0083866,E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial,1982,1982,"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']","['Family', 'Sci-Fi']",['nm0000229'],['nm0558953'],"['nm0001794', 'nm0001075']","['nm0000106', 'nm0908914']",['nm0005679'],['nm0002354'],['nm0005086'],['nm0514746'],,,
424,tt0115885,Children of the Corn: The Gathering (1996),Children of the Corn: The Gathering,1996,1996,['Horror'],"['Horror', 'Thriller']",['nm0817770'],"['nm0000175', 'nm0074373']",['nm0758597'],"['nm0915208', 'nm0808603', 'nm0000947']",['nm0002709'],['nm0930392'],['nm0214483'],,,,
425,tt0103850,Bob Roberts (1992),Bob Roberts,1992,1992,['Comedy'],"['Comedy', 'Drama']",,,"['nm0000209', 'nm0002064', 'nm0000614', 'nm0936403']",,['nm0529648'],['nm0730321'],['nm0614950'],['nm0161497'],['nm0393922'],,
426,tt0092106,"Transformers: The Movie, The (1986)",The Transformers: The Movie,1986,1986,"['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']","['Action', 'Adventure', 'Animation']",['nm0793802'],['nm0295357'],"['nm0000080', 'nm0821041', 'nm0000559', 'nm0017491']",,['nm0298004'],['nm0225746'],"['nm0045204', 'nm0341384']",,,,
427,tt0056592,To Kill a Mockingbird (1962),To Kill a Mockingbird,1962,1962,['Drama'],"['Crime', 'Drama']",['nm0612322'],"['nm0497369', 'nm0285210']","['nm0000060', 'nm0576345', 'nm0653942']",['nm0614677'],['nm0005737'],['nm0000930'],['nm0001587'],,,,
428,tt0067185,Harold and Maude (1971),Harold and Maude,1971,1971,['Comedy'],"['Comedy', 'Drama', 'Romance']",['nm0000797'],['nm0383359'],"['nm0001069', 'nm0159258']","['nm0002106', 'nm0681954']",['nm0002166'],,['nm0612529'],"['nm0913149', 'nm0768235']",,,
429,tt0043456,"Day the Earth Stood Still, The (1951)",The Day the Earth Stood Still,1951,1951,"['Drama', 'Sci-Fi']","['Drama', 'Sci-Fi']",['nm0936404'],"['nm0636002', 'nm0060915']","['nm0719692', 'nm0549280', 'nm0415488']",['nm0623658'],['nm0869860'],['nm0002136'],['nm0087906'],,,,
430,tt0023969,Duck Soup (1933),Duck Soup,1933,1933,"['Comedy', 'War']","['Comedy', 'Musical', 'War']",['nm0564970'],"['nm0436095', 'nm0748438', 'nm0790654', 'nm0674759']","['nm0000050', 'nm0555617', 'nm0555597', 'nm0555688']",,['nm0789049'],,,,,,
431,tt0091203,Highlander (1986),Highlander,1986,1986,"['Action', 'Adventure']","['Action', 'Adventure', 'Fantasy']",['nm0611683'],"['nm0927074', 'nm0069282', 'nm0272511']","['nm0000483', 'nm0000125', 'nm0000317']",['nm0366509'],,,"['nm0659949', 'nm0205287']",,,,
432,tt0032455,Fantasia (1940),Fantasia,1940,1940,"['Animation', ""Children's"", 'Musical']","['Animation', 'Family', 'Fantasy']","['nm0359610', 'nm0019282', 'nm0035899', 'nm1968474', 'nm0272568', 'nm0359457']",,['nm0123553'],,,,,,,,
433,tt0097493,Heathers (1989),Heathers,1989,1989,['Comedy'],"['Comedy', 'Crime']",['nm0499724'],['nm0914058'],['nm0000225'],"['nm0000213', 'nm0001147', 'nm0266170']",['nm0448568'],['nm0628056'],['nm0224145'],['nm0391431'],,,
434,tt0049223,Forbidden Planet (1956),Forbidden Planet,1956,1956,['Sci-Fi'],"['Action', 'Adventure', 'Sci-Fi']",['nm0928208'],"['nm0401738', 'nm0088726', 'nm1051864', 'nm0000636']","['nm0682074', 'nm0000558', 'nm0828838']",['nm0004282'],,,['nm0623255'],,,,
435,tt0064115,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,1969,1969,"['Action', 'Comedy', 'Western']","['Biography', 'Crime', 'Drama']",['nm0001351'],['nm0001279'],"['nm0000056', 'nm0000602', 'nm0001510']",['nm0001684'],['nm0005734'],['nm0000820'],['nm0286048'],['nm0397405'],,,
436,tt0082010,"American Werewolf in London, An (1981)",An American Werewolf in London,1981,1981,['Horror'],"['Comedy', 'Horror']",['nm0000484'],,"['nm0622544', 'nm0067643', 'nm0001162']",['nm0000256'],['nm0668481'],['nm0000930'],['nm0284390'],['nm0132695'],,,
437,tt0103678,Amityville 1992: It's About Time (1992),Amityville 1992: It's About Time,1992,1992,['Horror'],['Horror'],['nm0709752'],"['nm0428423', 'nm0002211', 'nm0868209']","['nm0532685', 'nm0552125']","['nm0915764', 'nm0911725']",['nm0852133'],['nm0006171'],,,,,
438,tt0085159,Amityville 3-D (1983),Amityville 3-D,1983,1983,['Horror'],['Horror'],['nm0281507'],['nm0024388'],"['nm0731634', 'nm0431451']","['nm0002128', 'nm0163748']",['nm0005865'],['nm0086574'],['nm0450424'],['nm0881973'],,,
439,tt0106262,Amityville: A New Generation (1993),Amityville: A New Generation,1993,1993,['Horror'],['Horror'],['nm0613981'],"['nm0002211', 'nm0868209']","['nm0664061', 'nm0622544']","['nm0630100', 'nm0806080']",['nm0002892'],['nm0006171'],,['nm0278294'],,,
440,tt0083550,Amityville II: The Possession (1982),Amityville II: The Possession,1982,1982,['Horror'],['Horror'],['nm0198765'],"['nm0908890', 'nm0392792', 'nm0332417']","['nm0647921', 'nm0949350', 'nm0536214']",['nm0017377'],,,"['nm0808510', 'nm0339258']",,,,
441,tt0078767,"Amityville Horror, The (1979)",The Amityville Horror,1979,1979,['Horror'],['Horror'],['nm0742341'],"['nm0827839', 'nm0030663', 'nm0527567', 'nm0527582']","['nm0000981', 'nm0001768', 'nm0835144']",['nm0452288'],,,['nm0312031'],,,,
442,tt0099030,"Amityville Curse, The (1990)",The Amityville Curse,1990,1990,['Horror'],['Horror'],['nm0077686'],"['nm0392792', 'nm0472503', 'nm0647892', 'nm0741597']","['nm0167649', 'nm0825435']","['nm0927842', 'nm0400647']",,,['nm0061432'],,,,
443,tt0056869,"Birds, The (1963)",The Birds,1963,1963,['Horror'],"['Drama', 'Horror', 'Mystery']",['nm0000033'],"['nm0238898', 'nm0402805']",['nm0001792'],"['nm0001335', 'nm0001788', 'nm0687189']",['nm0122079'],,,['nm0866462'],['nm0102327'],,
444,tt0051418,"Blob, The (1958)",The Blob,1958,1958,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['nm0947105', 'nm0234893']","['nm0800796', 'nm0510989', 'nm0589614']","['nm0000537', 'nm0746505', 'nm0398250']",['nm0181080'],,,['nm0364796'],,,,
445,tt0037549,"Body Snatcher, The (1945)",The Body Snatcher,1945,1945,['Horror'],"['Horror', 'Thriller']",['nm0936404'],"['nm0829044', 'nm0531878', 'nm0507932']","['nm0000472', 'nm0000509', 'nm0199787']",['nm0041138'],['nm0002568'],['nm0002202'],,,,,
446,tt0074258,Burnt Offerings (1976),Burnt Offerings,1976,1976,['Horror'],"['Horror', 'Mystery', 'Thriller']",['nm0193303'],"['nm0544912', 'nm0634368']","['nm0001657', 'nm0580565']","['nm0000947', 'nm0373012']",['nm0549821'],['nm0006013'],,['nm0899398'],,,
447,tt0074285,Carrie (1976),Carrie,1976,1976,['Horror'],['Horror'],['nm0000361'],"['nm0000175', 'nm0169548']",['nm0000237'],"['nm0000651', 'nm0001453', 'nm0001388']",['nm0869198'],['nm0006043'],['nm0597574'],,,,
448,tt0075005,"Omen, The (1976)",The Omen,1976,1976,['Horror'],['Horror'],['nm0001149'],['nm0783544'],"['nm0000060', 'nm0827032', 'nm0001831']",['nm0001665'],['nm0852405'],['nm0000025'],['nm0076748'],['nm0000829'],,,
449,tt0079945,Star Trek: The Motion Picture (1979),Star Trek: The Motion Picture,1979,1979,"['Action', 'Adventure', 'Sci-Fi']","['Adventure', 'Mystery', 'Sci-Fi']",['nm0936404'],"['nm0734472', 'nm0515245', 'nm0287669']","['nm0000638', 'nm0000559', 'nm0001420', 'nm0001150']",,,['nm0000025'],['nm0270645'],,,,
450,tt0098382,Star Trek V: The Final Frontier (1989),Star Trek V: The Final Frontier,1989,1989,"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Fantasy']",,"['nm0734472', 'nm0071790', 'nm0521739']","['nm0000638', 'nm0000559', 'nm0001420', 'nm0001150']",,['nm0489970'],"['nm0000025', 'nm5355674']",,,,,
451,tt0077631,Grease (1978),Grease,1978,1978,"['Comedy', 'Musical', 'Romance']","['Musical', 'Romance']",['nm0459170'],"['nm0414448', 'nm0143558', 'nm0940125', 'nm0139591']","['nm0000237', 'nm0001063']","['nm0000556', 'nm0000330']",,,['nm0830164'],,,,
452,tt0077766,Jaws 2 (1978),Jaws 2,1978,1978,"['Action', 'Horror']","['Adventure', 'Horror', 'Thriller']",['nm0844358'],"['nm0001940', 'nm0331956', 'nm0755274']","['nm0001702', 'nm0358069', 'nm0556217']",['nm0308882'],,,"['nm0005573', 'nm0113360']",,,,
453,tt0085750,Jaws 3-D (1983),Jaws 3-D,1983,1983,"['Action', 'Horror']","['Adventure', 'Horror', 'Thriller']",['nm0023469'],"['nm0437393', 'nm0001940', 'nm0558577', 'nm0331956', 'nm0874100']","['nm0000598', 'nm0531546', 'nm0001283']",['nm0000787'],,,,,,,
454,tt0115633,Bastard Out of Carolina (1996),Bastard Out of Carolina,1996,1996,['Drama'],['Drama'],['nm0001378'],"['nm0021433', 'nm0580559']","['nm0253035', 'nm0005164']","['nm0000492', 'nm0000444']",['nm0725072'],['nm0663026'],['nm0226569'],,,,
455,tt0116704,Jackie Chan's First Strike (1996),First Strike,1997,1996,['Action'],"['Action', 'Adventure', 'Comedy']",['nm0867262'],"['nm0578128', 'nm0867225', 'nm0870802']","['nm0000329', 'nm0514944', 'nm0876603']",['nm0938925'],,,"['nm0876602', 'nm0159494']",,,,
456,tt0118708,Beverly Hills Ninja (1997),Beverly Hills Ninja,1997,1997,"['Action', 'Comedy']","['Action', 'Comedy']",['nm0240797'],"['nm0270936', 'nm0458517']","['nm0000394', 'nm0795225', 'nm0662511']",['nm0001733'],,,"['nm1866747', 'nm0420743', 'nm0471097']",,,,
457,tt0119152,Free Willy 3: The Rescue (1997),Free Willy 3: The Rescue,1997,1997,"['Adventure', ""Children's"", 'Drama']","['Adventure', 'Drama', 'Family']",['nm0683578'],"['nm0907929', 'nm0560469']","['nm0725284', 'nm0770763', 'nm0077692']",['nm0179960'],['nm0005859'],['nm0006056'],['nm0506681'],,,,
458,tt0113987,Nixon (1995),Nixon,1995,1995,['Drama'],"['Biography', 'Drama', 'History']",['nm0000231'],"['nm0729151', 'nm0929349']","['nm0000164', 'nm0000959', 'nm0000438']",['nm0000260'],,['nm0002354'],"['nm0870106', 'nm0883351']",,,,
459,tt0112749,"Cry, the Beloved Country (1995)","Cry, the Beloved Country",1995,1995,['Drama'],"['Drama', 'Thriller']",['nm0740213'],"['nm0367838', 'nm0665704']","['nm0001321', 'nm0000469', 'nm0475100', 'nm0001165']",,,['nm0000290'],"['nm0802081', 'nm0869935']",,,,
460,tt0112744,"Crossing Guard, The (1995)",The Crossing Guard,1995,1995,['Drama'],"['Drama', 'Thriller']",['nm0000576'],,"['nm0000197', 'nm0001556']","['nm0001378', 'nm0000705']",['nm0005936'],['nm0006217'],['nm0357464'],['nm0144203'],['nm0356423'],,
461,tt0114478,Smoke (1995),Smoke,1995,1995,['Drama'],"['Comedy', 'Drama']",['nm0911061'],['nm0000808'],"['nm0000172', 'nm0000458', 'nm0002064', 'nm0959242']",,,,"['nm0628226', 'nm0386355', 'nm0425169', 'nm0475860']",,,,
462,tt0103994,Like Water For Chocolate (Como agua para chocolate) (1992),Como agua para chocolate,1992,1992,"['Drama', 'Romance']","['Drama', 'Romance']",['nm0000778'],['nm0261294'],"['nm0502813', 'nm0555227']","['nm0004816', 'nm0868207']","['nm0077149', 'nm0523881']",['nm0005977'],,['nm0092632'],,,
463,tt0111112,"Secret of Roan Inish, The (1994)",The Secret of Roan Inish,1994,1994,['Adventure'],"['Drama', 'Family', 'Fantasy']",['nm0000626'],['nm0296785'],"['nm0482473', 'nm0806268']","['nm0183926', 'nm0171428']",['nm0005549'],['nm0006025'],"['nm0338320', 'nm0719964']",,,,
464,tt0111590,Vanya on 42nd Street (1994),Vanya on 42nd Street,1994,1994,['Drama'],"['Comedy', 'Drama', 'Romance']",['nm0001501'],"['nm0155009', 'nm0000519', 'nm0339737']","['nm0001728', 'nm0310960', 'nm0562420']",['nm0104515'],,['nm0715009'],['nm0076681'],,,,
465,tt0110213,"Jungle Book, The (1994)",The Jungle Book,1994,1994,"['Adventure', ""Children's"", 'Romance']","['Adventure', 'Family', 'Romance']",['nm0814085'],"['nm0456017', 'nm0946244', 'nm0312264', 'nm0946245']","['nm0001462', 'nm0000144', 'nm0000554']",['nm0372176'],,,['nm0271026'],,,,
466,tt0105226,Red Rock West (1992),Red Rock West,1992,1993,['Thriller'],"['Crime', 'Drama', 'Thriller']",['nm0001093'],['nm0196967'],"['nm0000115', 'nm0000454', 'nm0714198']",['nm0001223'],['nm0720269'],['nm0648239'],"['nm0326512', 'nm0797451']",,,,
467,tt0106489,"Bronx Tale, A (1993)",A Bronx Tale,1993,1993,['Drama'],"['Crime', 'Drama', 'Romance']",,,"['nm0000134', 'nm0001590', 'nm0000969', 'nm0135584']",,['nm0897794'],['nm0053335'],"['nm0453091', 'nm0742772']","['nm0712799', 'nm0522689']",,,
468,tt0108002,Rudy (1993),Rudy,1993,1993,['Drama'],"['Biography', 'Drama', 'Sport']",['nm0000770'],['nm0686233'],"['nm0000276', 'nm0269463', 'nm0000885']",['nm0511196'],['nm0005929'],['nm0000025'],"['nm0294975', 'nm0940531']",,,,
469,tt0108122,Short Cuts (1993),Short Cuts,1993,1993,['Drama'],"['Comedy', 'Drama']",['nm0000265'],"['nm0142577', 'nm3004592']","['nm0000209', 'nm0001117']","['nm0000510', 'nm0000194']",['nm0516162'],['nm0006142'],['nm0111225'],,,,
470,tt0108358,Tombstone (1993),Tombstone,1993,1993,['Western'],"['Action', 'Biography', 'Drama']","['nm0181902', 'nm0418883']",,"['nm0000621', 'nm0000174', 'nm0000385', 'nm0000200']",,,['nm0005976'],"['nm0199733', 'nm0413208', 'nm0592824']",,,,
471,tt0115956,Courage Under Fire (1996),Courage Under Fire,1996,1996,"['Drama', 'War']","['Action', 'Drama', 'Mystery']",['nm0001880'],['nm0242059'],"['nm0000243', 'nm0001617', 'nm0605363']",['nm0000212'],,['nm0000035'],"['nm0204862', 'nm0295560', 'nm0801972']",,,,
472,tt0116136,Dragonheart (1996),DragonHeart,1996,1996,"['Action', 'Adventure', 'Fantasy']","['Action', 'Adventure', 'Fantasy']",['nm0003418'],"['nm0425957', 'nm0688279']","['nm0000598', 'nm0000125', 'nm0000592']",['nm0000539'],['nm0250867'],['nm0006055'],['nm0209581'],,,,
473,tt0116683,James and the Giant Peach (1996),James and the Giant Peach,1996,1996,"['Animation', ""Children's"", 'Musical']","['Adventure', 'Animation', 'Family']",['nm0783139'],"['nm0001094', 'nm0456732', 'nm0731271', 'nm0089237']","['nm0856057', 'nm0000592', 'nm0001003']",['nm0525921'],,,['nm0000318'],,,,
474,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,1964,"['Sci-Fi', 'War']",['Comedy'],['nm0000040'],"['nm0816143', 'nm0313570']","['nm0000634', 'nm0001715', 'nm0001330', 'nm0943978']",,['nm0852405'],['nm0006145'],,['nm0367431'],,,
475,tt0117951,Trainspotting (1996),Trainspotting,1996,1996,['Drama'],['Drama'],['nm0000965'],"['nm0920543', 'nm0388076']","['nm0000191', 'nm0001971', 'nm0001538', 'nm0571727']",,['nm0005909'],,['nm0531602'],['nm0386227'],,,
476,tt0116313,"First Wives Club, The (1996)",The First Wives Club,1996,1996,['Comedy'],['Comedy'],['nm0933505'],"['nm0326118', 'nm0363326']",,"['nm0000443', 'nm0000541', 'nm0000473', 'nm0001749']",['nm0004241'],['nm0003299'],['nm0748784'],,,,
477,tt0117008,Matilda (1996),Matilda,1996,1996,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Fantasy']",,"['nm0001094', 'nm0443582', 'nm0842523']",['nm0000362'],"['nm0674231', 'nm0933798', 'nm0001110']",,,"['nm0792049', 'nm0196946', 'nm0787834']",,,,
478,tt0032904,"Philadelphia Story, The (1940)",The Philadelphia Story,1940,1940,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0002030'],"['nm0829330', 'nm0058129', 'nm0759029']","['nm0000026', 'nm0000071']","['nm0000031', 'nm0404046']",,['nm0000077'],['nm0000581'],,,,
479,tt0052357,Vertigo (1958),Vertigo,1958,1958,"['Mystery', 'Thriller']","['Mystery', 'Romance', 'Thriller']",['nm0000033'],"['nm0027173', 'nm0178785', 'nm0853138', 'nm0092267', 'nm0092268']","['nm0000071', 'nm0375738']","['nm0001571', 'nm0000895']",,,,,,,
480,tt0053125,North by Northwest (1959),North by Northwest,1959,1959,"['Comedy', 'Thriller']","['Adventure', 'Mystery', 'Thriller']",['nm0000033'],['nm0499626'],"['nm0000026', 'nm0000051']","['nm0001693', 'nm0484829']",['nm0122079'],['nm0002136'],,['nm0866462'],['nm0102327'],,
481,tt0053604,"Apartment, The (1960)",The Apartment,1960,1960,"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']",['nm0000697'],['nm0224634'],"['nm0000493', 'nm0534045', 'nm0001827']",['nm0000511'],['nm0005766'],['nm0006037'],,['nm0541721'],,,
482,tt0053291,Some Like It Hot (1959),Some Like It Hot,1959,1959,"['Comedy', 'Crime']","['Comedy', 'Music', 'Romance']",['nm0000697'],"['nm0224634', 'nm0858329', 'nm0517615']","['nm0000348', 'nm0000493', 'nm0706368']",['nm0000054'],['nm0485702'],['nm0006037'],,,,,
483,tt0034583,Casablanca (1942),Casablanca,1942,1942,"['Drama', 'Romance', 'War']","['Drama', 'Romance', 'War']",['nm0002031'],"['nm0019706', 'nm0258493', 'nm0258525', 'nm0462321', 'nm0122417']","['nm0000007', 'nm0002134', 'nm0001647']",['nm0000006'],,,,,,,
484,tt0033870,"Maltese Falcon, The (1941)",The Maltese Falcon,1941,1941,"['Film-Noir', 'Mystery']","['Crime', 'Film-Noir', 'Mystery']",['nm0001379'],['nm0358591'],"['nm0000007', 'nm0000048']","['nm0000802', 'nm0313438']",['nm0249186'],['nm0006037'],,['nm0724360'],,,
